destination,username,stars,original_text,cleanliness_sentiment,cleanliness_confidence,accessibility_sentiment,accessibility_confidence,scenery_sentiment,scenery_confidence,atmosphere_sentiment,atmosphere_confidence,food_sentiment,food_confidence,crowd_sentiment,crowd_confidence,photo_spot_sentiment,photo_spot_confidence,historical_value_sentiment,historical_value_confidence,facilities_sentiment,facilities_confidence,price_sentiment,price_confidence,service_sentiment,service_confidence,safety_sentiment,safety_confidence,aspects_detected,aspect_sentiments,num_aspects
Agrowisata Bhumi Merapi,Novi Indah,5,"Tempatnya kids friendly... ada mini zoo nya, ada area foto2nya... tiket masuk 30rb... tapi kalo anak2 mau naik kuda bayar 20rb, naik kereta bayar 15rb... puas sih ksini... cuma pas siang2 panas poll🤭",,,,,,,,,,,,,,,,,,,negative,0.978,,,,,price,price:negative,1
Agrowisata Bhumi Merapi,Rosy Rahayu Putri,5,"Tiket masuknya 30k. Wilayahnya luas bangett, ada mini zoo sama banyak spot fotonya di bagian Santorini. Sangat-sangat puas sih eksplor di sini. Kids friendly bangett. Rekomended buat wisata keluarga",,,,,,,,,,,,,negative,0.998,,,,,negative,0.993,,,,,"price, photo_spot",price:negative; photo_spot:negative,2
Agrowisata Bhumi Merapi,Nirmala Monica,5,"Salah satu tempat wisata di Jogja yang lumayan hyped. Tiket masuknya sangat terjangkau hanya 30.000/orang. Tempat ini cocok untuk kalian yang suka foto-foto karena banyak spot foto yang instagramable. Konsep dari tempat ini kita seperti diajak keliling dunia, merasakan vibes seperti di negara-negara Eropa, Amerika, bahkan Timur Tengah. Yang paling viral adalah bisa foto ala-ala di Greek/Yunani. Kalau mau datang kesini bagusnya di pagi atau sore hari, karena kalau siang hari mataharinya sangat te",,,negative,0.983,,,,,negative,0.995,,,negative,0.997,,,,,negative,0.997,,,,,"price, accessibility, food, photo_spot",price:negative; accessibility:negative; food:negative; photo_spot:negative,4
Agrowisata Bhumi Merapi,Winda Handini,5,Tempat bagus buat foto² melepas penat karena sejuk sangat padahal siang,,,,,negative,0.984,negative,0.984,,,,,,,,,,,,,,,,,"scenery, atmosphere",scenery:negative; atmosphere:negative,2
Agrowisata Bhumi Merapi,ursulin setyastika,5,"destinasi wisata edukasi yang menarik, tidak hanya menawarkan mini zoo interaktif yang mendidik, tetapi juga memberikan kesempatan untuk berinteraksi langsung dengan beberapa hewan. Tempat ini memiliki banyak spot foto yang indah ala Santorini, yang nge-hits dan viral di Jogja. Fasilitas tempat makan tersedia untuk memanjakan lidah, dan pastinya, toilet yang bersih juga disediakan untuk kenyamanan pengunjung. Tempat parkir juga luas.",negative,0.997,,,negative,0.993,,,negative,0.995,negative,0.994,negative,0.984,,,negative,0.992,,,,,,,"cleanliness, facilities, scenery, food, crowd, photo_spot",cleanliness:negative; facilities:negative; scenery:negative; food:negative; crowd:negative; photo_spot:negative,6
Agrowisata Bhumi Merapi,Matiuz Yeri,5,Tempat wisata spot foto dan edukasi anak² harga terjangkau Cuma saran tolong diberi arah petunjuk rute spot mana dulu yg harus dilewati,,,neutral,0.872,,,,,,,,,neutral,0.8,,,,,neutral,0.872,,,,,"price, accessibility, photo_spot",price:neutral; accessibility:neutral; photo_spot:neutral,3
Agrowisata Bhumi Merapi,Sahibi Apandi,4,Cocok buat anak2. Banyak spot foto yg bagus. Kita bisa liat gunung merapi dari kejauhan,,,,,negative,0.997,,,,,,,negative,0.997,,,,,,,,,,,"scenery, photo_spot",scenery:negative; photo_spot:negative,2
Agrowisata Bhumi Merapi,Herfis Avidati,5,"Tempat lumayan luas. Fasilitas termasuk lengkap, ada kantin & restonya. Cocok untuk wisata anak maupun dewasa. Anak-anak bis amengenal binatang di arwa ""mini zoo""nya, bahkan bisa memberi makan hewan yang ada di sana. Untuk remaja atau dewasa bisa berfoto-foto sepuasnya di sekitar miniatur kota dari berbagai belahan dunia. Paling favourite foto di ala-ala Santorini. Tempat lumayan bersih, termasuk terawat. Parkiran luas, bisa untuk mobil, motor maupun bus. Timet 35K/orang di hari libur/week end. ",negative,0.935,negative,0.99,,,,,negative,0.983,,,negative,0.96,,,negative,0.997,,,,,,,"cleanliness, facilities, accessibility, food, photo_spot",cleanliness:negative; facilities:negative; accessibility:negative; food:negative; photo_spot:negative,5
Agrowisata Bhumi Merapi,DeviKS,4,Datang dihari jum'at pagi..sepi. Tapi jadi puas foto2nya. Banyak spot foto yg menarik. O iya ada mini zoo jg. Tempatnya luas. Parkiran jg luas.,,,,,,,negative,0.995,,,negative,0.995,negative,0.986,,,,,,,,,,,"atmosphere, crowd, photo_spot",atmosphere:negative; crowd:negative; photo_spot:negative,3
Agrowisata Bhumi Merapi,Eva Rosdiana,5,"Tempat yang paling aku suka ya disini, selain bisa berfoto2 dengan berbagai latar negara juga cocok untuk anak2, tp capek karena lumayan luas dan banyak tangga2 🤣 tp semua terbayar si mana murah, didalam juga ada food court nya jadi jangan takut kelaparan 🤗",,,,,,,,,,,,,,,,,,,negative,0.997,,,,,price,price:negative,1
Agrowisata Bhumi Merapi,Ariyani Ratnasari,5,"Untuk mengisi libur sekolah, Bhumi Merapi salah satu tempat rekreasi yang pas buat anak anak serta dewasa, sekitar 40 menit ditempuh dari pusat kota Jogja, jalannya mulus Parkir luas dan teduh namun outdoor jadi kalau hujan dipastikan motor kehujanan Biaya masuk 35.000/ orang (liburan), masuk pertama ada area taman, lalu ada area satwa seperti berang2, tupai, ayam, burung, kelinci, ulat, katak, kucing, burung onta, rusa, babi, alpaca dll bisa ngasih makan mereka juga, lanjut area pepotoan ala al",,,negative,0.989,,,negative,0.995,negative,0.977,,,,,,,negative,0.992,negative,0.983,,,,,"facilities, price, accessibility, atmosphere, food",facilities:negative; price:negative; accessibility:negative; atmosphere:negative; food:negative,5
Agrowisata Bhumi Merapi,Sari Purna Wati,4,"Lumayan sih ada minizoo, tp malah kasihan klo binatang² itu dikurung di tempat kecil 🥺, pengunjung dilarang bawa makanan dan minuman dr luar, tp mestinya diimbangi tersedianya minuman segar ya, td hampir jam 12 stand minuman tidak ada es.nya",,,,,,,,,positive,0.647,neutral,0.589,,,,,,,,,,,,,"food, crowd",food:positive; crowd:neutral,2
Agrowisata Bhumi Merapi,Etha Aliyanda,4,"Lokasi mudah ditemukan, parkir luas dan tiket masuk 35 rb per orang. Hmm lebih cocok untuk keluarga dengan anak-anak kecil sih karena fokusnya minizoo sama tempat foto² gitu 😅😅 Suasana cukup teduh yaa masih banyak pepohonan, trus bersih jg saya lihat hampir gak ada sampah berserakan. Hewan-hewannya jg cukup terawat. Ada restoran juga di dalam tp gak nyobain. So far yaa oke sih buat pengalaman main daerah kaliurang atas",negative,0.99,negative,0.838,,,negative,0.972,negative,0.959,,,,,,,negative,0.934,negative,0.965,,,,,"cleanliness, facilities, price, accessibility, atmosphere, food",cleanliness:negative; facilities:negative; price:negative; accessibility:negative; atmosphere:negative; food:negative,6
Agrowisata Bhumi Merapi,Ismi Nur Fadhilah Andayani,5,"HTM masuk 35rb @orang, parkirnya luas, awal masuk kaget lho kq sepi ternyata masuk dl melewati berbagai spot awal masuk di sambut minimal zoo yg pastinya anak² suka banget, suasana asri sejuk sepertinya pingin kesana lagi",,,,,,,negative,0.829,,,negative,0.984,negative,0.992,,,,,positive,0.802,,,,,"price, atmosphere, crowd, photo_spot",price:positive; atmosphere:negative; crowd:negative; photo_spot:negative,4
Agrowisata Bhumi Merapi,Nisa Vialmaida,5,"Tempatnya adem banget karena di kaki Gunung Merapi, dan isinya lengkap, mulai dari mini zoo lucu, wisata edukasi pertanian, sampai area ala2 Eropa yang super Instagramable. Di mini zoo, bisa interaksi langsung sama hewan2 gemes kayak kelinci, kambing, kucing, dan masih banyak lagi. Lanjut foto2 cantik di spot ala santorini, turki, alpen swiss versi Jogja. Ada beberapa stand makanan ringan dan minuman, tapi kalau mau cari makanan berat dengan banyak pilihan menu, lebih disarankan makan di luar ar",,,negative,0.981,negative,0.996,negative,0.992,negative,0.967,,,negative,0.994,,,,,negative,0.885,negative,0.961,,,"price, service, accessibility, scenery, atmosphere, food, photo_spot",price:negative; service:negative; accessibility:negative; scenery:negative; atmosphere:negative; food:negative; photo_spot:negative,7
Agrowisata Bhumi Merapi,Cleo Cleo,4,"Kami mengunjungi Agro Bumi Merapi di hari Minggu. Namun pengunjung tidak terlalu ramai. Pembelian tiket langsung ditempat, mudah sekali. Karna tujuan kami untuk foto2 jadi kami lebih banyak berada di lokasi spot foto. Lokasi spot foto nya cukup bagus dan terawat. Jika ada jasa foto disana mungkin bisa membantu juga.",negative,0.975,negative,0.989,negative,0.951,negative,0.963,,,negative,0.985,negative,0.992,,,,,negative,0.996,,,,,"cleanliness, price, accessibility, scenery, atmosphere, crowd, photo_spot",cleanliness:negative; price:negative; accessibility:negative; scenery:negative; atmosphere:negative; crowd:negative; photo_spot:negative,7
Agrowisata Bhumi Merapi,Prisca Alivia,1,"semoga owner baca yaa, jujur aku sakit hati bgt liat kucing kucing disini sebagai pecinta hewan apalgi kucing liat kondisinya disini oner bner miris. mereka bner bner kelaparan dan gak terawat, setidaknya kalau emg gmau ngerawat atau gamau kasih makan mending di lepas aja drpd menyiksa hewan namanya ky bunuh mereka pelan"". bisa diliat dr agresifnya mereka klo dikasi makan ky bner bner kelaperan bahkan tempat minum itu ada yg smpe kering gaada air sama sekali. tlg owner nya mnding dilepas aja kuc",positive,0.995,,,,,,,positive,0.996,,,,,,,,,,,,,,,"cleanliness, food",cleanliness:positive; food:positive,2
Agrowisata Bhumi Merapi,Lusi Ana,4,"Tempatnya bagus, naik kuda 20.000.pengen naik kuda tp tempat beli tiketnya agak jauh dr arena kudanya.bnyk spot foto yg bagus², bisa foto dgn binatang. Datang hari ke 4 lebaran pas cuaca grimis jd ga bisa estetik buat foto pake payung.",,,negative,0.868,negative,0.957,,,,,,,negative,0.842,,,,,,,,,,,"accessibility, scenery, photo_spot",accessibility:negative; scenery:negative; photo_spot:negative,3
Agrowisata Bhumi Merapi,Jihan Fauziah,5,"berkunjung kesini hari senin kemarin, tempatnya enak, rindang, adem, awal masuk gak banyak orang jadi bisa foto2 sepuasnya tapi semakin siang semakin ramai orang karena udah mulai libur sekolah.. cocok untuk ajak keluarga dari anak2 sampai lansia, recommended 🫶",,,,,,,negative,0.997,negative,0.998,negative,0.998,,,,,,,,,,,,,"atmosphere, food, crowd",atmosphere:negative; food:negative; crowd:negative,3
Agrowisata Bhumi Merapi,Ahmad Wahyudi,2,"Bangunan banyak yang rusak, cat pudar dan kayu sudah lapuk. Tidak ada perawatan",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Agrowisata Bhumi Merapi,Susan Bawairi,5,"Akses mudah Parkir mobil 10K Parkir motor 3K Tiket masuk dewasa 30K Banyak wahana ada minizoo, Ada tempat istagramable nya juga buat spot foto-fot Seperti di santorini, atau di swiss",,,negative,0.522,,,,,,,,,negative,0.586,,,negative,0.516,negative,0.667,,,,,"facilities, price, accessibility, photo_spot",facilities:negative; price:negative; accessibility:negative; photo_spot:negative,4
Agrowisata Bhumi Merapi,oejab,4,"Suasananya nyaman, ada minizoo, dengan harga tiket terjangkau (cuma harus uang tunai).",,,,,,,negative,0.995,,,,,,,,,,,negative,0.996,,,,,"price, atmosphere",price:negative; atmosphere:negative,2
Agrowisata Bhumi Merapi,Armeliza Amel,4,"Tempatnya luas dan rindang.cuma minusnya ada bbrp kandang yg kecil dan tdk masuk udara, dan ada bbrp kandang yg sempit dan kna panas.jujur sebgai penyuka dan peconta binatang jdi sedih lihtnya.tolong donk jdi perhatian owner dan pengurus.mksih",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Agrowisata Bhumi Merapi,epiana lestari,5,"Tempat nyaman utk edukasi anak ada mini zoo nya juga kakak pemandu nya juga ramah ,teduh tempat nya ada banyak spot foto nya juga ada permaian anak ,naik kuda juga ada",,,,,,,negative,0.986,,,,,negative,0.986,,,,,,,negative,0.986,,,"service, atmosphere, photo_spot",service:negative; atmosphere:negative; photo_spot:negative,3
Agrowisata Bhumi Merapi,lailiyah masrifah,5,Spot foto² ter epic tiket murah dilengkapi dengan satwa tempatnya sejuk di kaki gunung bersih dan nyaman,negative,0.987,,,negative,0.987,negative,0.978,,,,,negative,0.987,,,,,negative,0.978,,,,,"cleanliness, price, scenery, atmosphere, photo_spot",cleanliness:negative; price:negative; scenery:negative; atmosphere:negative; photo_spot:negative,5
Agrowisata Bhumi Merapi,Yashinta “ysi” Isnaini,5,"Cocok buat edukasi anak anak dan untuk orang dewasa yg menemani cocok di bagian spot foto labirinnya. Bagusnya itu bisa berinteraksi dengan hewannya langsung, meskipun gk banyak macam macam hewan tapi hampir semua hewan yg ada disana pengunjung diperbolehkan untuk interaksi langsung dengan hewannya. Tempatnya juga bersih, tertata rapih dan hawanya sejuk gk terlalu panas karena lokasinya ada di bagian jogja atas. Kesana dihari Senin jadi gk ramai pengunjung. Yang paling saya suka keeper (penjaga)",negative,0.888,,,positive,0.924,negative,0.995,,,negative,0.995,negative,0.994,,,,,,,negative,0.967,,,"cleanliness, service, scenery, atmosphere, crowd, photo_spot",cleanliness:negative; service:negative; scenery:positive; atmosphere:negative; crowd:negative; photo_spot:negative,6
Agrowisata Bhumi Merapi,patrik dyan,5,Tempatnya luas dan sejuk. Satwanya jinak. Cocok buat bersama anak kecil. Paling suka di wahana kelinci.,,,,,,,negative,0.998,,,,,,,,,,,,,,,,,atmosphere,atmosphere:negative,1
Agrowisata Bhumi Merapi,B. S.N.,5,"Akses masuk sangat jelas dari jalan Kaliurang. Parkir teduh dan sangat luas, bahkan muat bis besar. Mobil bayar 10K. Masuk beli tiket 35k, Sayangnya ga bisa bayar pake QRIS, padahal 2024 lho.. Koleksi hewan cukupan buat menghibur anak anak. Spot foto Santorini bagus2 dan detailnya dapat. Makanan dan minuman kurang komplit. Spot ini cukup untuk dinikmati dalam 1-2 jam saja.",,,neutral,0.716,,,positive,0.926,negative,0.682,,,negative,0.829,,,negative,0.502,negative,0.953,,,,,"facilities, price, accessibility, atmosphere, food, photo_spot",facilities:negative; price:negative; accessibility:neutral; atmosphere:positive; food:negative; photo_spot:negative,6
Pantai Gesing,Iwan Zhibond1818,5,"Keindahan laut yg sangat menakjubkan layak untuk disinggahin. Spot buat foto2 banyak, jasa buat foto dan video juga bersahabat harganya dan mas2 fotograpernya sangat ramah2. Jalan kelokasi juga bagus dan tidak terlalu ramai. Harga tiket masuk lokasi juga murah. Sangat rekomend dah buat hiling...",,,negative,0.997,negative,0.997,negative,0.996,,,negative,0.996,negative,0.995,,,,,negative,0.994,,,,,"price, accessibility, scenery, atmosphere, crowd, photo_spot",price:negative; accessibility:negative; scenery:negative; atmosphere:negative; crowd:negative; photo_spot:negative,6
Pantai Gesing,mas jamhari,5,"Pantainya berada di pinggir tebing, memanjakan mata dengan pemandangan laut lepas nan indah, hanya jalannya saja yang kurang lebar, di sisi lain terdapat dermaga tempat bersandar perahu nelayan yang sedang tidak melaut juga menjadi spot mancing bagi para penggemar mancing mania, ada juga Gesing wonderland di sisi lainnya, Tapi pantai ini tidak cocok untuk bermain air, Pantainya memang indah pemandangannya, namun bagi anda yang suka bermain air dan pasir pantai, ini bukan pantai tujuan anda,",,,,,negative,0.997,,,,,,,negative,0.996,,,,,,,,,,,"scenery, photo_spot",scenery:negative; photo_spot:negative,2
Pantai Gesing,jw_one,5,"Aaaaa suka sekali sama tempatnya. 25k/org udah dapat voucher makanan di resto tertentu (ulucafe). Udh free semua spot foto. Untuk wahana ada bianglala dengan harga 10k/org, ada kolam renangnya juga. Ini kedua kalinya datang kesini, waktu pertama kali belum sebagus ini. Sekarang udah mantappp pokoknya. Selalu suka pemandangan karena mandang laut, dan suara deburan ombak yg menenangkan. Oh ya, info dri sekitar, untuk pantainya sudah tidak ada, dijadikan pelabuhan nelayan. Sekarang namanya Gesing W",,,,,negative,0.998,,,negative,0.992,,,negative,0.998,,,,,negative,0.998,,,negative,0.998,"price, scenery, food, safety, photo_spot",price:negative; scenery:negative; food:negative; safety:negative; photo_spot:negative,5
Pantai Gesing,Tila Gustia Yeni,5,This place is magical. Bagi yang suka laut bisa datang ke sini. Disarankan untuk datang pagi2 banget biar belom terlalu rame dan gak begitu panas. Areanya luas banget sih. Harus explore semua sisinya. Dan jangan lupa nyobain bianglala di sini. Tiket bianglala cuman 20K. Klo tiket masuk Gesing Wonderland 25K. Klo mau makan juga enak banget. Banyak yg jualan. Harganya juga murah. Yang berencana datang ke Gesing datang aja; sangat recommnded. Walaupun butuh hampir 2 jam untuk sampai ke sini dari pu,,,,,negative,0.996,,,negative,0.993,,,,,,,,,negative,0.997,,,,,"price, scenery, food",price:negative; scenery:negative; food:negative,3
Pantai Gesing,Ridha Nahdhiyah Alma Amaliyah,5,Tempat yang bagus untuk berlibur dan menghabiskan waktu bersama keluarga. Naik wahana bianglalanya juga enggak kalah seru. Wajib ke sini kalau bersama keluarga atau pasangan.,,,,,negative,0.997,,,,,,,,,,,,,,,,,,,scenery,scenery:negative,1
Pantai Gesing,Aprlyiaaa,5,"CANTIK BANGET GESING WONDERLAND/GESING BEACH,, beneran secantik itu wehhh, dateng pagi bgt dapet sunrise+view pantai ga kalah pecahh, jalannya juga udah aspal skrg, saran aja datengnya pas weekdays jgn weekend soalnya rame mesti, ada yang ngefoto""in juga hihi, soon mungkin bakal kembali lagi sama seseorang yang ga kalah indah:))",,,,,negative,0.992,,,,,,,,,,,,,,,,,,,scenery,scenery:negative,1
Pantai Gesing,Atika Rakhma F.,1,"pantainya bagus tapi gabisa turun ke bawah cuma sekedar liat pemandangan. 1km sebelum ke pantai bayar parkir 15rb, lah sampe sana bayar lagi parkir 5rb. Udah gitu pintu masuk bayar 25rb/orang, dengan embel2 dapet voucher makan diskon 10%. Pungli semua",,,,,negative,0.993,,,positive,0.953,,,,,,,negative,0.949,negative,0.975,,,,,"facilities, price, scenery, food",facilities:negative; price:negative; scenery:negative; food:positive,4
