destination,username,stars,original_text,analysis_status,scenery_sentiment,scenery_evidence,cleanliness_sentiment,cleanliness_evidence,facilities_sentiment,facilities_evidence,price_sentiment,price_evidence,atmosphere_sentiment,atmosphere_evidence,historical_value_sentiment,historical_value_evidence,food_sentiment,food_evidence,photo_spot_sentiment,photo_spot_evidence,crowd_sentiment,crowd_evidence,service_sentiment,service_evidence,accessibility_sentiment,accessibility_evidence,safety_sentiment,safety_evidence,aspects_detected,aspect_sentiments,num_aspects,overall_sentiment
Agrowisata Bhumi Merapi,Natalia Lee,5,"Tempat yang sangat menarik untuk dikunjungi segala usia. Udara sejuk dan suasana nyaman. Bangunan facade kota2 dunia cukup detail, sangat instagramable dan bagus untuk foto2. Sayangnya saat hujan agak susah berteduh. Koleksi hewan2 lucu disini juga cukup banyak. Cocok jadi media edukasi anak. Area Bhumi Merapi dilengkapi kantin yang cukup ramah untuk sekedar ngopi selepas berkeliling. Foto2 diambil saat hujan, suasana syahdu.",success,positive,sangat menarik,,,,,,,positive,nyaman,positive,koleksi hewan2 lucu,positive,ramah,positive,instagramable,positive,cocok jadi media edukasi anak,,,negative,susah berteduh,,,"scenery, atmosphere, photo_spot, food, accessibility, historical_value, crowd",scenery:positive; atmosphere:positive; photo_spot:positive; food:positive; accessibility:negative; historical_value:positive; crowd:positive,7,positive
Agrowisata Bhumi Merapi,Trisyllia Karina Putri,5,Baru kali ini ngerasa cape jalan2 karna banyak spot foto hahahah kirain spot foto doang ternyata ada mini zoo nya juga,success,,,,,,,,,,,,,,,,,negative,banyak spot foto,,,,,,,crowd,crowd:negative,1,negative
Agrowisata Bhumi Merapi,Jonathan Fungsiwinata,5,"Tempat wisata yang kids friendly, banyak hewan-hewan disana ditambah banyak spot foto yg estetik. Better datang kesana di jam buka (sekitar jam 9) supaya tidak kepanasan.",success,,,,,,,,,,,positive,banyak hewan-hewan,,,positive,banyak spot foto,positive,kids friendly,,,,,,,"historical_value, photo_spot, crowd",historical_value:positive; photo_spot:positive; crowd:positive,3,positive
Agrowisata Bhumi Merapi,Vitacham,5,Cantik banget foto disini dan ada mini zoo nya klo kesini jangan lupa beli makanan buat hewan-hewan disini ya tersedia di dalem kok pembeliannya 👌🏻🫰🏻,success,,,,,,,,,,,positive,mini zoo,positive,tersedia di dalem,positive,cantik banget foto,,,,,,,,,"photo_spot, historical_value, food",photo_spot:positive; historical_value:positive; food:positive,3,positive
Agrowisata Bhumi Merapi,Retno Juwita,5,"tempat yang cocok dikunjungi bareng keluarga. banyak hewan-hewan dan beberapa jg langka. bagi pecinta foto, ini surganya spot foto aesthetic 😁",success,,,,,,,,,,,positive,banyak hewan-hewan,,,positive,surganya spot foto aesthetic,,,,,,,,,"historical_value, photo_spot",historical_value:positive; photo_spot:positive,2,positive
Agrowisata Bhumi Merapi,Toni Rahadiyanto,5,"Menarik tempatnya.. cocok utk tempat main keluarga yg mempunyai anak kecil seusia s.d. SD. Tapi kalau yg sudah gede juga bisa karena ada spot foto2nya. Tiket masih terjangkau, 4 orang 140rebu kalo ga salah inget, CASH ONLY yaaa.. termasuk all pembayaran di dalam. Ada mini zoo, bisa petting dan ngasih makanan, area permainan (berbayar), juga spot foto tema dunia. Tempat makan juga ada, harga lebih mahal daripada di luar, but it's okay lahhh...",success,,,,,,,positive,terjangkau,,,positive,mini zoo,,,positive,spot foto2nya,positive,cocok utk tempat main keluarga,,,,,,,"historical_value, photo_spot, price, crowd",historical_value:positive; photo_spot:positive; price:positive; crowd:positive,4,positive
Agrowisata Bhumi Merapi,Kiki Karismaningsih,5,"hewan lumayan banyak, lingkungan bersih bgt, petugas helpful, dan spot foto nggk cuma buat foto saja tp juga seru untuk dijelajahi jd nggk bikin bosen buat anak-anak. udah free naik kereta buat anak2 di bawah 10 thn. harga feeding animals dan riding hotse tergolong terjangkau👍",success,,,positive,lingkungan bersih bgt,,,,,,,positive,hewan lumayan banyak,,,positive,spot foto nggk cuma buat foto saja,positive,nggak bikin bosen buat anak-anak,positive,petugas helpful,,,,,"historical_value, cleanliness, service, photo_spot, crowd",historical_value:positive; cleanliness:positive; service:positive; photo_spot:positive; crowd:positive,5,positive
Agrowisata Bhumi Merapi,Duwi Retno,5,"Tempatnya bagus buat foto foto, datang ke sini pas weekdays jadi agak sepi dan enak buat foto karna tidak banyak orang",success,positive,bagus buat foto foto,,,,,,,,,,,,,,,positive,agak sepi,,,,,,,"scenery, crowd",scenery:positive; crowd:positive,2,positive
Agrowisata Bhumi Merapi,Ikhda Kartikasari,4,"Bhumi Merapi. Tempat wisata ramah anak, ada beberapa hewan seperti kelinci, ular, biawak, katak, alpaca, burung, ikan koi, dll. Harga tiket 30rb sudah bisa masuk spot foto Santorini. Untuk mainan lain bayar ditempat.",success,,,,,,,positive,harga tiket 30rb,,,positive,banyak hewan,,,positive,spot foto Santorini,,,,,,,,,"historical_value, price, photo_spot",historical_value:positive; price:positive; photo_spot:positive,3,positive
Agrowisata Bhumi Merapi,indira java,5,"first time ke jogjaa lgsg ke wisataa inii, tempat nyaa bagus adaa hewan hewan juga😍 apalagi ke sini samaa pacar, tempatnyaa ademmm🫰🏻 …",success,positive,bagus,positive,ademmm,positive,banyak spot fotonya,positive,terjangkau,,,,,,,,,,,,,,,,,"scenery, cleanliness, facilities, price",scenery:positive; cleanliness:positive; facilities:positive; price:positive,4,positive
Agrowisata Bhumi Merapi,Destia Ilmi,4,"Kedua kalinya kesini gatau sekarang kok agak kurang terawat dulu kesini masih bagus "" Aja Tiket masuknya 30 ribu banyak hewan"" Juga cocok buat keluarga gen z ortunya dapet spot foto yang instagramable anaknya juga dapet hiburan hewN hewan, buat makannya gak coba makan di dalem.",success,positive,bagus,,,,,positive,terjangkau,,,positive,liat gunung merapi dari kejauhan,,,,,,,,,positive,banyak spot foto yg bagus,,,"scenery, accessibility, price, historical_value",scenery:positive; accessibility:positive; price:positive; historical_value:positive,4,positive
Agrowisata Bhumi Merapi,Novi Indah,5,"Tempatnya kids friendly... ada mini zoo nya, ada area foto2nya... tiket masuk 30rb... tapi kalo anak2 mau naik kuda bayar 20rb, naik kereta bayar 15rb... puas sih ksini... cuma pas siang2 panas poll🤭",success,positive,bagus,,,positive,banyak spot foto yg bagus,positive,terjangkau,,,positive,liat gunung merapi dari kejauhan,,,,,,,,,,,,,"scenery, facilities, price, historical_value",scenery:positive; facilities:positive; price:positive; historical_value:positive,4,positive
Agrowisata Bhumi Merapi,Rosy Rahayu Putri,5,"Tiket masuknya 30k. Wilayahnya luas bangett, ada mini zoo sama banyak spot fotonya di bagian Santorini. Sangat-sangat puas sih eksplor di sini. Kids friendly bangett. Rekomended buat wisata keluarga",success,positive,bagus,,,positive,banyak spot fotonya,positive,terjangkau,,,positive,"seperti di negara-negara Eropa, Amerika, bahkan Timur Tengah",,,,,,,,,,,,,"scenery, facilities, price, historical_value",scenery:positive; facilities:positive; price:positive; historical_value:positive,4,positive
Agrowisata Bhumi Merapi,Nirmala Monica,5,"Salah satu tempat wisata di Jogja yang lumayan hyped. Tiket masuknya sangat terjangkau hanya 30.000/orang. Tempat ini cocok untuk kalian yang suka foto-foto karena banyak spot foto yang instagramable. Konsep dari tempat ini kita seperti diajak keliling dunia, merasakan vibes seperti di negara-negara Eropa, Amerika, bahkan Timur Tengah. Yang paling viral adalah bisa foto ala-ala di Greek/Yunani. Kalau mau datang kesini bagusnya di pagi atau sore hari, karena kalau siang hari mataharinya sangat te",success,positive,banyak spot foto yang instagramable,,,positive,banyak spot foto yang instagramable,positive,sangat terjangkau,,,positive,"seperti di negara-negara Eropa, Amerika, bahkan Timur Tengah",,,,,,,,,,,,,"scenery, facilities, price, historical_value",scenery:positive; facilities:positive; price:positive; historical_value:positive,4,positive
Agrowisata Bhumi Merapi,Winda Handini,5,Tempat bagus buat foto² melepas penat karena sejuk sangat padahal siang,success,positive,bagus,,,,,,,positive,sejuk sangat,,,,,,,,,,,,,,,"scenery, atmosphere",scenery:positive; atmosphere:positive,2,positive
Agrowisata Bhumi Merapi,ursulin setyastika,5,"destinasi wisata edukasi yang menarik, tidak hanya menawarkan mini zoo interaktif yang mendidik, tetapi juga memberikan kesempatan untuk berinteraksi langsung dengan beberapa hewan. Tempat ini memiliki banyak spot foto yang indah ala Santorini, yang nge-hits dan viral di Jogja. Fasilitas tempat makan tersedia untuk memanjakan lidah, dan pastinya, toilet yang bersih juga disediakan untuk kenyamanan pengunjung. Tempat parkir juga luas.",success,positive,banyak spot foto yang indah ala Santorini,,,positive,fasilitas tempat makan tersedia,positive,harga terjangkau,,,positive,mini zoo interaktif yang mendidik,,,,,,,,,,,,,"scenery, facilities, price, historical_value",scenery:positive; facilities:positive; price:positive; historical_value:positive,4,positive
Agrowisata Bhumi Merapi,Matiuz Yeri,5,Tempat wisata spot foto dan edukasi anak² harga terjangkau Cuma saran tolong diberi arah petunjuk rute spot mana dulu yg harus dilewati,success,positive,spot foto dan edukasi anak²,,,,,positive,harga terjangkau,,,,,,,,,,,,,,,,,"scenery, price",scenery:positive; price:positive,2,positive
Agrowisata Bhumi Merapi,Sahibi Apandi,4,Cocok buat anak2. Banyak spot foto yg bagus. Kita bisa liat gunung merapi dari kejauhan,success,positive,banyak spot foto yg bagus,,,,,,,,,positive,liat gunung merapi dari kejauhan,,,,,,,,,,,,,"scenery, historical_value",scenery:positive; historical_value:positive,2,positive
Agrowisata Bhumi Merapi,Herfis Avidati,5,"Tempat lumayan luas. Fasilitas termasuk lengkap, ada kantin & restonya. Cocok untuk wisata anak maupun dewasa. Anak-anak bis amengenal binatang di arwa ""mini zoo""nya, bahkan bisa memberi makan hewan yang ada di sana. Untuk remaja atau dewasa bisa berfoto-foto sepuasnya di sekitar miniatur kota dari berbagai belahan dunia. Paling favourite foto di ala-ala Santorini. Tempat lumayan bersih, termasuk terawat. Parkiran luas, bisa untuk mobil, motor maupun bus. Timet 35K/orang di hari libur/week end. ",success,positive,banyak spot foto,,,positive,fasilitas termasuk lengkap,positive,terjangkau,,,positive,mini zoo,,,,,,,,,,,,,"scenery, facilities, price, historical_value",scenery:positive; facilities:positive; price:positive; historical_value:positive,4,positive
Agrowisata Bhumi Merapi,DeviKS,4,Datang dihari jum'at pagi..sepi. Tapi jadi puas foto2nya. Banyak spot foto yg menarik. O iya ada mini zoo jg. Tempatnya luas. Parkiran jg luas.,success,,,,,positive,luas,,,,,,,,,positive,banyak spot foto yg menarik,positive,sepi,,,,,,,"crowd, photo_spot, facilities",crowd:positive; photo_spot:positive; facilities:positive,3,positive
Agrowisata Bhumi Merapi,Eva Rosdiana,5,"Tempat yang paling aku suka ya disini, selain bisa berfoto2 dengan berbagai latar negara juga cocok untuk anak2, tp capek karena lumayan luas dan banyak tangga2 🤣 tp semua terbayar si mana murah, didalam juga ada food court nya jadi jangan takut kelaparan 🤗",success,positive,paling aku suka,,,positive,murah,,,,,,,positive,food court,positive,berbagai latar negara,negative,capek karena lumayan luas,,,,,,,"scenery, photo_spot, crowd, facilities, food",scenery:positive; photo_spot:positive; crowd:negative; facilities:positive; food:positive,5,positive
Agrowisata Bhumi Merapi,Ariyani Ratnasari,5,"Untuk mengisi libur sekolah, Bhumi Merapi salah satu tempat rekreasi yang pas buat anak anak serta dewasa, sekitar 40 menit ditempuh dari pusat kota Jogja, jalannya mulus Parkir luas dan teduh namun outdoor jadi kalau hujan dipastikan motor kehujanan Biaya masuk 35.000/ orang (liburan), masuk pertama ada area taman, lalu ada area satwa seperti berang2, tupai, ayam, burung, kelinci, ulat, katak, kucing, burung onta, rusa, babi, alpaca dll bisa ngasih makan mereka juga, lanjut area pepotoan ala al",success,,,,,positive,lengkap,positive,ramah di kantong,,,,,neutral,ada cafe dan kantin,positive,area pepotoan ala ala Eropa,,,positive,tersedia juga area camping,positive,sekitar 40 menit ditempuh,,,"accessibility, facilities, price, food, photo_spot, service",accessibility:positive; facilities:positive; price:positive; food:neutral; photo_spot:positive; service:positive,6,positive
Agrowisata Bhumi Merapi,Sari Purna Wati,4,"Lumayan sih ada minizoo, tp malah kasihan klo binatang² itu dikurung di tempat kecil 🥺, pengunjung dilarang bawa makanan dan minuman dr luar, tp mestinya diimbangi tersedianya minuman segar ya, td hampir jam 12 stand minuman tidak ada es.nya",success,,,,,positive,bersih,,,,,,,negative,td hampir jam 12 stand minuman tidak ada es.nya,,,,,,,,,,,"food, facilities",food:negative; facilities:positive,2,mixed
Agrowisata Bhumi Merapi,Etha Aliyanda,4,"Lokasi mudah ditemukan, parkir luas dan tiket masuk 35 rb per orang. Hmm lebih cocok untuk keluarga dengan anak-anak kecil sih karena fokusnya minizoo sama tempat foto² gitu 😅😅 Suasana cukup teduh yaa masih banyak pepohonan, trus bersih jg saya lihat hampir gak ada sampah berserakan. Hewan-hewannya jg cukup terawat. Ada restoran juga di dalam tp gak nyobain. So far yaa oke sih buat pengalaman main daerah kaliurang atas",success,,,,,positive,bersih,positive,tiket masuk 35 rb per orang,,,,,neutral,ada restoran juga di dalam,positive,banyak pepohonan,,,positive,hewan-hewannya jg cukup terawat,positive,lokasi mudah ditemukan,,,"accessibility, price, facilities, photo_spot, service, food",accessibility:positive; price:positive; facilities:positive; photo_spot:positive; service:positive; food:neutral,6,positive
Agrowisata Bhumi Merapi,Ismi Nur Fadhilah Andayani,5,"HTM masuk 35rb @orang, parkirnya luas, awal masuk kaget lho kq sepi ternyata masuk dl melewati berbagai spot awal masuk di sambut minimal zoo yg pastinya anak² suka banget, suasana asri sejuk sepertinya pingin kesana lagi",success,positive,suasana asri sejuk,,,positive,minimal zoo yg pastinya anak² suka banget,positive,HTM masuk 35rb @orang,,,,,,,,,positive,sepi,,,,,,,"price, crowd, facilities, scenery",price:positive; crowd:positive; facilities:positive; scenery:positive,4,positive
Agrowisata Bhumi Merapi,Nisa Vialmaida,5,"Tempatnya adem banget karena di kaki Gunung Merapi, dan isinya lengkap, mulai dari mini zoo lucu, wisata edukasi pertanian, sampai area ala2 Eropa yang super Instagramable. Di mini zoo, bisa interaksi langsung sama hewan2 gemes kayak kelinci, kambing, kucing, dan masih banyak lagi. Lanjut foto2 cantik di spot ala santorini, turki, alpen swiss versi Jogja. Ada beberapa stand makanan ringan dan minuman, tapi kalau mau cari makanan berat dengan banyak pilihan menu, lebih disarankan makan di luar ar",success,positive,di kaki Gunung Merapi,,,positive,isinya lengkap,positive,htm masih ramah di kantong,,,,,neutral,ada beberapa stand makanan ringan dan minuman,positive,"spot ala santorini, turki, alpen swiss versi Jogja",,,positive,tersedia juga area camping,,,,,"scenery, facilities, photo_spot, food, service, price",scenery:positive; facilities:positive; photo_spot:positive; food:neutral; service:positive; price:positive,6,positive
Agrowisata Bhumi Merapi,Cleo Cleo,4,"Kami mengunjungi Agro Bumi Merapi di hari Minggu. Namun pengunjung tidak terlalu ramai. Pembelian tiket langsung ditempat, mudah sekali. Karna tujuan kami untuk foto2 jadi kami lebih banyak berada di lokasi spot foto. Lokasi spot foto nya cukup bagus dan terawat. Jika ada jasa foto disana mungkin bisa membantu juga.",success,,,,,positive,pembelian tiket langsung ditempat,,,,,,,,,positive,lokasi spot foto nya cukup bagus dan terawat,negative,pengunjung tidak terlalu ramai,,,,,,,"crowd, facilities, photo_spot",crowd:negative; facilities:positive; photo_spot:positive,3,positive
Agrowisata Bhumi Merapi,Prisca Alivia,1,"semoga owner baca yaa, jujur aku sakit hati bgt liat kucing kucing disini sebagai pecinta hewan apalgi kucing liat kondisinya disini oner bner miris. mereka bner bner kelaparan dan gak terawat, setidaknya kalau emg gmau ngerawat atau gamau kasih makan mending di lepas aja drpd menyiksa hewan namanya ky bunuh mereka pelan"". bisa diliat dr agresifnya mereka klo dikasi makan ky bner bner kelaperan bahkan tempat minum itu ada yg smpe kering gaada air sama sekali. tlg owner nya mnding dilepas aja kuc",success,,,,,,,,,,,,,negative,tempat minum itu ada yg smpe kering gaada air sama sekali,,,,,negative,agresifnya mereka klo dikasi makan,,,,,"food, service",food:negative; service:negative,2,negative
Agrowisata Bhumi Merapi,Lusi Ana,4,"Tempatnya bagus, naik kuda 20.000.pengen naik kuda tp tempat beli tiketnya agak jauh dr arena kudanya.bnyk spot foto yg bagus², bisa foto dgn binatang. Datang hari ke 4 lebaran pas cuaca grimis jd ga bisa estetik buat foto pake payung.",success,,,,,positive,banyak spot foto yg bagus²,positive,naik kuda 20.000,,,,,,,,,negative,cuaca grimis jd ga bisa estetik buat foto pake payung,positive,bisa foto dgn binatang,,,,,"crowd, facilities, service, price",crowd:negative; facilities:positive; service:positive; price:positive,4,positive
